All/694_Right Carpal 4_Bend_4,0,,Right Carpal 4,,,4,,,
All/695_Right Pinky 1_Twist_5,0,,Right Pinky 1,5,,,,,
All/696_Right Pinky 1_Twist_N5,0,,Right Pinky 1,-5,,,,,
All/697_Right Pinky 1_Side_N18,0,,Right Pinky 1,,-18,,,,
All/698_Right Pinky 1_Side_12,0,,Right Pinky 1,,12,,,,
All/699_Right Pinky 1_Bend_N50,0,,Right Pinky 1,,,-50,,,
All/700_Right Pinky 1_Bend_90_JCM,0,,Right Pinky 1,,,90,,,
All/701_Right Pinky 1_Bend_72_JCM,0,,Right Pinky 1,,,72,,,
All/702_Right Pinky 1_Bend_54_JCM,0,,Right Pinky 1,,,54,,,
All/703_Right Pinky 1_Bend_36_JCM,0,,Right Pinky 1,,,36,,,
All/704_Right Pinky 1_Bend_18_JCM,0,,Right Pinky 1,,,18,,,
All/705_Right Pinky 1_Bend_1_JCM,0,,Right Pinky 1,,,1,,,
All/706_Right Pinky 1_Bend_N16,0,,Right Pinky 1,,,-16,,,
All/707_Right Pinky 1_Bend_N33,0,,Right Pinky 1,,,-33,,,
All/708_Right Pinky 2_Bend_N12,0,,Right Pinky 2,,,-12,,,
All/709_Right Pinky 2_Bend_105_JCM,0,,Right Pinky 2,,,105,,,
All/710_Right Pinky 2_Bend_90_JCM,0,,Right Pinky 2,,,90,,,
All/711_Right Pinky 2_Bend_75_JCM,0,,Right Pinky 2,,,75,,,
All/712_Right Pinky 2_Bend_60_JCM,0,,Right Pinky 2,,,60,,,
All/713_Right Pinky 2_Bend_45_JCM,0,,Right Pinky 2,,,45,,,
All/714_Right Pinky 2_Bend_30_JCM,0,,Right Pinky 2,,,30,,,
All/715_Right Pinky 2_Bend_16_JCM,0,,Right Pinky 2,,,16,,,
All/716_Right Pinky 2_Bend_2_JCM,0,,Right Pinky 2,,,2,,,
All/717_Right Pinky 3_Bend_N20,0,,Right Pinky 3,,,-20,,,
All/718_Right Pinky 3_Bend_90_JCM,0,,Right Pinky 3,,,90,,,
All/719_Right Pinky 3_Bend_76_JCM,0,,Right Pinky 3,,,76,,,
All/720_Right Pinky 3_Bend_62_JCM,0,,Right Pinky 3,,,62,,,
All/721_Right Pinky 3_Bend_48_JCM,0,,Right Pinky 3,,,48,,,
All/722_Right Pinky 3_Bend_34_JCM,0,,Right Pinky 3,,,34,,,
All/723_Right Pinky 3_Bend_20_JCM,0,,Right Pinky 3,,,20,,,
All/724_Right Pinky 3_Bend_6_JCM,0,,Right Pinky 3,,,6,,,
All/725_Right Pinky 3_Bend_N7,0,,Right Pinky 3,,,-7,,,
